dpid	is_food	hp_cal_dt	dpid	gender	age_range	occupation_dm	city_name	phone_model	brand	mobile_os	begin_hour	end_hour	cnt_search	ugc_reviewcnt	ugc_notecnt	ugc_checkincnt	ugc_freshcnt
1d5536d3e306480081e41eb8ecabfea7a159244431827318910	0	2021-08-29	1d5536d3e306480081e41eb8ecabfea7a159244431827318910	male	30~35	白领	太原	NULL	NULL	ios	19:59	19:59	NULL	14	2	1	2
1d56910effcb48a3ba7dd0db76971363a156437329159725980	1	2021-08-29	1d56910effcb48a3ba7dd0db76971363a156437329159725980	female	35~40	其他	北京	NULL	NULL	android	09:59	09:59	5	2	16	1	3
1d57b54796114553a3d862b6fe85e37ca156771607595298238	0	2021-08-29	1d57b54796114553a3d862b6fe85e37ca156771607595298238	male	30~35	白领	西安	NULL	NULL	android	12:59	12:59	NULL	3	1	1	1
1d5857ce367b4cf5a07793f88fc85222a160573358570049584	0	2021-08-29	1d5857ce367b4cf5a07793f88fc85222a160573358570049584	female	30~35	白领	北京	NULL	NULL	ios	19:59	19:59	2	2	1	1	1
1d58ec3e6fe141e88145e4becf5e4df8a156434418961431119	1	2021-08-29	1d58ec3e6fe141e88145e4becf5e4df8a156434418961431119	female	20~25	白领	上海	NULL	NULL	ios	19:59	19:59	4	20	3	1	1
1d592fdd4be74dde95ebbec4b7b82454a157782760399229179	0	2021-08-29	1d592fdd4be74dde95ebbec4b7b82454a157782760399229179	male	40以上	其他	上海	NULL	NULL	android	22:59	22:59	NULL	12	1	1	2
1d5a594b96ea4cfd892b0d8e474bf6bca161263784534215891	0	2021-08-29	1d5a594b96ea4cfd892b0d8e474bf6bca161263784534215891	male	35~40	其他	无锡	NULL	NULL	android	19:59	19:59	NULL	2	1	1	1
605f456e93d242d2804757a665bd7cdaa162128898891851189	0	2021-08-29	605f456e93d242d2804757a665bd7cdaa162128898891851189	male	40以上	其他	广州	NULL	NULL	android	06:59	06:59	4	53	4	1	1
605f733fc1904c5094c6dff6d7610a5ba163003425014490891	1	2021-08-29	605f733fc1904c5094c6dff6d7610a5ba163003425014490891	female	20~25	学生	重庆	NULL	NULL	android	22:59	22:59	NULL	1	1	1	1
606031932103606243	0	2021-08-29	606031932103606243	female	35~40	其他	上海	NULL	NULL	ios	14:59	14:59	NULL	2	2	1	1
60607bc714174a41b554b1419b4c16daa160056988932833534	0	2021-08-29	60607bc714174a41b554b1419b4c16daa160056988932833534	female	30~35	其他	苏州	NULL	NULL	ios	12:59	12:59	7	7	7	1	1
6060c30ccee5490eb01bde1a37e0a70ea159207630601597534	0	2021-08-29	6060c30ccee5490eb01bde1a37e0a70ea159207630601597534	male	30~35	白领	常州	NULL	NULL	android	19:59	19:59	1	1	1	1	1
6061871551807813558	0	2021-08-29	6061871551807813558	female	25~30	其他	沈阳	NULL	NULL	ios	19:59	19:59	6	3	5	1	3
6061980510603001253	0	2021-08-29	6061980510603001253	female	35~40	其他	深圳	NULL	NULL	android	19:59	19:59	NULL	2	1	1	1
6061b410be954b3990c2a8607d9dc4a5a156841144033380782	0	2021-08-29	6061b410be954b3990c2a8607d9dc4a5a156841144033380782	female	30~35	白领	广州	NULL	NULL	android	19:59	19:59	NULL	NULL	NULL	NULL	NULL
60620936319747e1888357b8ccb08aaca157145340032772673	0	2021-08-29	60620936319747e1888357b8ccb08aaca157145340032772673	male	25~30	白领	威海	NULL	NULL	ios	22:59	22:59	3	7	2	1	1
606211c1dfcb405d87263fd5e9ac896ba160735801959072228	0	2021-08-29	606211c1dfcb405d87263fd5e9ac896ba160735801959072228	female	20~25	其他	南京	NULL	NULL	ios	19:59	19:59	4	12	3	1	4
60626aff02c044d6be281afc410ddd00a162983418605636000	0	2021-08-29	60626aff02c044d6be281afc410ddd00a162983418605636000	female	20~25	白领	北京	NULL	NULL	ios	01:59	01:59	2	9	5	1	1
6062915101550587586	1	2021-08-29	6062915101550587586	female	30~35	其他	北京	NULL	NULL	android	12:59	12:59	4	40	50	1	5
6063233392075962758	0	2021-08-29	6063233392075962758	female	35~40	其他	广州	NULL	NULL	ios	19:59	19:59	NULL	2	1	1	1
6063254efbf04abbb80755ab13e8e6b1a158852772161478258	0	2021-08-29	6063254efbf04abbb80755ab13e8e6b1a158852772161478258	male	35~40	其他	秦皇岛	NULL	NULL	android	22:59	22:59	1	16	1	1	2
6063900067474417264	0	2021-08-29	6063900067474417264	female	20~25	白领	杭州	NULL	NULL	android	09:59	09:59	NULL	3	1	1	1
6065b60158154c259f655b983dd36a7ea159881739603254208	0	2021-08-29	6065b60158154c259f655b983dd36a7ea159881739603254208	female	35~40	其他	上海	NULL	NULL	android	01:59	01:59	1	4	2	1	1
606633efcc39450ca4a2f01e53e0c4bda155882910577224663	0	2021-08-29	606633efcc39450ca4a2f01e53e0c4bda155882910577224663	female	35~40	白领	天津	NULL	NULL	android	19:59	19:59	NULL	NULL	NULL	NULL	NULL
6066600765788373646	0	2021-08-29	6066600765788373646	male	30~35	其他	黔南	NULL	NULL	android	16:59	16:59	NULL	NULL	NULL	NULL	NULL
6066751549041880268	0	2021-08-29	6066751549041880268	male	30~35	白领	广州	NULL	NULL	ios	19:59	19:59	NULL	12	6	1	2
60675bdbfcfe4403b1ec94b4b5261fffa152866144422926080	1	2021-08-29	60675bdbfcfe4403b1ec94b4b5261fffa152866144422926080	male	25~30	白领	上海	NULL	NULL	ios	19:59	19:59	1	6	3	1	5
6067723512171602495	0	2021-08-29	6067723512171602495	male	35~40	其他	重庆	NULL	NULL	android	19:59	19:59	NULL	1	1	1	1
60682578c2d74e99a38416582665db41a159656421541221871	0	2021-08-29	60682578c2d74e99a38416582665db41a159656421541221871	male	20~25	其他	深圳	NULL	NULL	ios	16:59	16:59	NULL	14	5	1	1
606834cad73e43e5a75c8ca4b81f2e94a161553201643059159	0	2021-08-29	606834cad73e43e5a75c8ca4b81f2e94a161553201643059159	male	20~25	白领	西安	NULL	NULL	android	01:59	01:59	2	1	2	1	3
6068ee77f7c543a98c3d4dbaf1782f54a159024312991090307	0	2021-08-29	6068ee77f7c543a98c3d4dbaf1782f54a159024312991090307	unknown	NULL	其他	荆门	NULL	NULL	android	09:59	09:59	NULL	NULL	NULL	NULL	NULL
60693cce1a664f378627894d83ac7513a162974203118929920	0	2021-08-29	60693cce1a664f378627894d83ac7513a162974203118929920	unknown	NULL	其他	中山	NULL	NULL	android	12:59	12:59	NULL	4	1	1	1
606a6a72605644c8a2e907eaa93b3e77a162112532921586613	1	2021-08-29	606a6a72605644c8a2e907eaa93b3e77a162112532921586613	female	30~35	其他	成都	NULL	NULL	ios	12:59	12:59	12	11	11	1	1
606a85a2ba1d49929fb9ce1c3032783fa162750504299601060	0	2021-08-29	606a85a2ba1d49929fb9ce1c3032783fa162750504299601060	female	35~40	白领	大连	NULL	NULL	ios	19:59	19:59	1	10	6	1	1
606a94e8ef054105a627b1c491d2709ba159267085078100307	0	2021-08-29	606a94e8ef054105a627b1c491d2709ba159267085078100307	male	NULL	其他	常德	NULL	NULL	android	22:59	22:59	1	1	1	1	1
606ab60edec045baac1f625e5db2dc91a156897941688752436	0	2021-08-29	606ab60edec045baac1f625e5db2dc91a156897941688752436	female	30~35	其他	上海	NULL	NULL	android	16:59	16:59	1	2	1	1	1
606c9f287a3f4890a54d8a87297334efa161513871660630633	1	2021-08-29	606c9f287a3f4890a54d8a87297334efa161513871660630633	female	25~30	其他	北京	NULL	NULL	android	12:59	12:59	1	5	2	1	1
606ca99d3077402c86b247b045328e36a161465898906699930	0	2021-08-29	606ca99d3077402c86b247b045328e36a161465898906699930	male	20~25	白领	北京	NULL	NULL	ios	22:59	22:59	2	31	10	1	3
606d40c7a22d4eef8cf43f935fbd2c02a158690135931420218	0	2021-08-29	606d40c7a22d4eef8cf43f935fbd2c02a158690135931420218	female	25~30	其他	北京	NULL	NULL	android	12:59	12:59	NULL	2	2	1	1
606dfb20561d4366b5fb2d495bd84346a157668556495345446	0	2021-08-29	606dfb20561d4366b5fb2d495bd84346a157668556495345446	female	30~35	其他	西安	NULL	NULL	ios	22:59	22:59	1	14	3	1	2
606e4e191fbd40aa93d6ff87e6b514faa161039409304506584	1	2021-08-29	606e4e191fbd40aa93d6ff87e6b514faa161039409304506584	female	35~40	白领	杭州	NULL	NULL	android	12:59	12:59	NULL	28	12	1	3
606e52b9f8514944a31452ad8122cb97a159328942389997387	0	2021-08-29	606e52b9f8514944a31452ad8122cb97a159328942389997387	male	20以下	其他	北京	NULL	NULL	android	01:59	01:59	NULL	3	4	1	1
607043ddd282428a9b4fb55942fd4b78a157862610994635238	1	2021-08-29	607043ddd282428a9b4fb55942fd4b78a157862610994635238	unknown	NULL	其他	北京	NULL	NULL	android	16:59	16:59	2	5	1	1	1
6070498846053909775	1	2021-08-29	6070498846053909775	female	30~35	其他	深圳	NULL	NULL	ios	19:59	19:59	13	12	3	1	5
60708e205e6d43d5a6b274b5704db309a161437968792827080	0	2021-08-29	60708e205e6d43d5a6b274b5704db309a161437968792827080	female	20以下	学生	惠州	NULL	NULL	ios	22:59	22:59	1	32	11	1	2
6070d14e6dc74bc987217de62a75f4e5a160474530870142486	0	2021-08-29	6070d14e6dc74bc987217de62a75f4e5a160474530870142486	female	20~25	白领	杭州	NULL	NULL	ios	01:59	01:59	NULL	17	4	1	1
607168370e004e009c2bf06a00b4e511a160468880738955910	1	2021-08-29	607168370e004e009c2bf06a00b4e511a160468880738955910	male	35~40	白领	廊坊	NULL	NULL	ios	19:59	19:59	NULL	8	2	1	1
60718e7b40ef43d68d5a37e63d6f8af1a156104902185934416	0	2021-08-29	60718e7b40ef43d68d5a37e63d6f8af1a156104902185934416	male	30~35	白领	珠海	NULL	NULL	android	12:59	12:59	NULL	2	5	1	1
6071922716164325401	0	2021-08-29	6071922716164325401	female	30~35	其他	昆明	NULL	NULL	ios	16:59	16:59	1	6	3	1	1
6071d60185fc43ecb07326861016ab7ea159481338688297040	0	2021-08-29	6071d60185fc43ecb07326861016ab7ea159481338688297040	female	35~40	其他	苏州	NULL	NULL	ios	14:59	14:59	3	4	1	1	1
6071fd8f76ff490eb6cb612c3fd04a21a161438944558508663	0	2021-08-29	6071fd8f76ff490eb6cb612c3fd04a21a161438944558508663	female	30~35	白领	济南	NULL	NULL	android	19:59	19:59	1	15	1	1	1
6072183771836610644	0	2021-08-29	6072183771836610644	female	25~30	其他	苏州	NULL	NULL	ios	22:59	22:59	4	7	2	1	1
607254370b294c189158badda76f34bea157862531852720486	0	2021-08-29	607254370b294c189158badda76f34bea157862531852720486	female	25~30	白领	南京	NULL	NULL	android	12:59	12:59	NULL	44	4	1	2
6073033059574be88267b0f54d033664a162966193962696387	0	2021-08-29	6073033059574be88267b0f54d033664a162966193962696387	female	20以下	其他	铜川	NULL	NULL	ios	19:59	19:59	1	19	2	1	1
6073046617714121622	0	2021-08-29	6073046617714121622	female	35~40	其他	北京	NULL	NULL	ios	19:59	19:59	1	NULL	NULL	NULL	NULL
6073246580061657466	0	2021-08-29	6073246580061657466	female	25~30	白领	北京	NULL	NULL	ios	19:59	19:59	NULL	NULL	NULL	NULL	NULL
6073731849544452123	1	2021-08-29	6073731849544452123	female	30~35	其他	北京	NULL	NULL	android	19:59	19:59	2	4	2	1	2
6073980153079912845	0	2021-08-29	6073980153079912845	male	30~35	其他	天津	NULL	NULL	ios	12:59	12:59	NULL	NULL	NULL	NULL	NULL
60744bfbc21f498c834400b53b483f9ea161105548572335367	1	2021-08-29	60744bfbc21f498c834400b53b483f9ea161105548572335367	female	25~30	其他	上海	NULL	NULL	ios	19:59	19:59	NULL	2	2	1	1
6075207754725645479	0	2021-08-29	6075207754725645479	female	35~40	其他	重庆	NULL	NULL	ios	12:59	12:59	NULL	75	12	1	2
6075fef460ef4d9fa3629d3e8f707604a154202615982430782	0	2021-08-29	6075fef460ef4d9fa3629d3e8f707604a154202615982430782	female	30~35	其他	苏州	NULL	NULL	android	19:59	19:59	NULL	6	6	1	1
6076217035984285783	1	2021-08-29	6076217035984285783	male	25~30	白领	北京	NULL	NULL	ios	19:59	19:59	NULL	11	6	1	1
6076270492378919817	0	2021-08-29	6076270492378919817	female	35~40	其他	成都	NULL	NULL	ios	12:59	12:59	1	23	6	1	2
6076431527484357993	0	2021-08-29	6076431527484357993	female	35~40	白领	天津	NULL	NULL	android	19:59	19:59	4	38	9	1	3
6076911311296294834	0	2021-08-29	6076911311296294834	unknown	NULL	其他	海门区	NULL	NULL	android	12:59	12:59	NULL	NULL	NULL	NULL	NULL
6077306802163754797	0	2021-08-29	6077306802163754797	male	40以上	白领	台州	NULL	NULL	android	12:59	12:59	2	2	1	1	1
607761966169266304	0	2021-08-29	607761966169266304	female	25~30	其他	武汉	NULL	NULL	ios	16:59	16:59	NULL	3	1	1	1
6077657725525603038	0	2021-08-29	6077657725525603038	female	35~40	其他	北京	NULL	NULL	ios	01:59	01:59	NULL	3	2	1	1
6077bdee6087425e870c05012bfc7a91a160295377333794950	0	2021-08-29	6077bdee6087425e870c05012bfc7a91a160295377333794950	male	25~30	其他	上海	NULL	NULL	android	12:59	12:59	1	NULL	NULL	NULL	NULL
6079b8d1153c468799e4ff76a96fff27a156088525913395702	0	2021-08-29	6079b8d1153c468799e4ff76a96fff27a156088525913395702	female	30~35	白领	厦门	NULL	NULL	ios	09:59	09:59	NULL	32	16	1	1
607af9d7061a4cc7a74ed73ba93195d5a160713329685586119	0	2021-08-29	607af9d7061a4cc7a74ed73ba93195d5a160713329685586119	female	40以上	其他	上海	NULL	NULL	ios	19:59	19:59	NULL	4	2	1	1
607c3cc3013544b885027e1c6ac3af33a158669929281201030	1	2021-08-29	607c3cc3013544b885027e1c6ac3af33a158669929281201030	male	40以上	其他	北京	NULL	NULL	android	16:59	16:59	5	11	4	1	1
607c6c209bdd4afbb70eb3daad26988ca160814558016457871	1	2021-08-29	607c6c209bdd4afbb70eb3daad26988ca160814558016457871	female	25~30	其他	上海	NULL	NULL	ios	19:59	19:59	3	3	8	1	6
607cfe1d94834c13b5de25393d3cca98a162603898868491544	0	2021-08-29	607cfe1d94834c13b5de25393d3cca98a162603898868491544	female	30~35	其他	南京	NULL	NULL	ios	16:59	16:59	NULL	7	6	1	1
607d9475a855419bb21b4633482650d7a161019183257222980	0	2021-08-29	607d9475a855419bb21b4633482650d7a161019183257222980	female	20~25	学生	徐州	NULL	NULL	android	01:59	01:59	NULL	NULL	NULL	NULL	NULL
607e2353852840db88334e8e61337336a157333128407175940	1	2021-08-29	607e2353852840db88334e8e61337336a157333128407175940	female	25~30	白领	深圳	NULL	NULL	ios	19:59	19:59	1	88	21	1	4
607e2fcf6deb40c3aa399e6db0c30dfda161563290046572782	0	2021-08-29	607e2fcf6deb40c3aa399e6db0c30dfda161563290046572782	male	30~35	白领	杭州	NULL	NULL	android	22:59	22:59	1	2	1	1	1
607e44760465489e835993e2a50962ada163018199124998900	1	2021-08-29	607e44760465489e835993e2a50962ada163018199124998900	female	25~30	白领	厦门	NULL	NULL	ios	16:59	16:59	9	106	16	1	3
607f03d4083f48b586638faaea2a83a0a160762911512497544	0	2021-08-29	607f03d4083f48b586638faaea2a83a0a160762911512497544	male	30~35	白领	上海	NULL	NULL	android	12:59	12:59	NULL	1	1	1	1
607fd68ea6034d9b864529733a8cdaf8a156625809013700397	1	2021-08-29	607fd68ea6034d9b864529733a8cdaf8a156625809013700397	male	25~30	白领	成都	NULL	NULL	android	14:59	14:59	NULL	8	18	1	2
607fef39c0f0451b98c43c8d9dfc0e68a159813471206447653	1	2021-08-29	607fef39c0f0451b98c43c8d9dfc0e68a159813471206447653	female	35~40	其他	重庆	NULL	NULL	android	19:59	19:59	3	6	1	1	4
608131db513745d584d59b18d15737f8a161726037392207811	0	2021-08-29	608131db513745d584d59b18d15737f8a161726037392207811	male	20~25	学生	大连	NULL	NULL	android	12:59	12:59	1	NULL	NULL	NULL	NULL
6081748885366593251	1	2021-08-29	6081748885366593251	female	25~30	白领	南京	NULL	NULL	ios	19:59	19:59	NULL	7	1	1	1
6081852996994c1b91740e69319d65c9a161478344845493367	0	2021-08-29	6081852996994c1b91740e69319d65c9a161478344845493367	female	35~40	其他	汕头	NULL	NULL	ios	12:59	12:59	1	5	2	1	1
6082458853601805577	0	2021-08-29	6082458853601805577	male	40以上	白领	上海	NULL	NULL	android	16:59	16:59	4	72	6	1	2
6082794987334969526	0	2021-08-29	6082794987334969526	male	35~40	白领	北京	NULL	NULL	ios	19:59	19:59	NULL	3	1	1	1
6082b8c7d1a2469da26065fb0d971606a155500499882849514	0	2021-08-29	6082b8c7d1a2469da26065fb0d971606a155500499882849514	male	20~25	其他	北京	NULL	NULL	ios	22:59	22:59	NULL	1	1	1	1
6083011727674860814d42d1171de18ea161815953465939950	0	2021-08-29	6083011727674860814d42d1171de18ea161815953465939950	male	35~40	白领	北京	NULL	NULL	android	14:59	14:59	NULL	3	2	1	1
6084619775508502912	0	2021-08-29	6084619775508502912	male	25~30	白领	上海	NULL	NULL	ios	19:59	19:59	5	8	12	1	1
6085677853862174546	0	2021-08-29	6085677853862174546	female	40以上	白领	西安	NULL	NULL	android	16:59	16:59	NULL	1	1	1	1
608609235f7c448482832e91574e2c6da159397494989495544	0	2021-08-29	608609235f7c448482832e91574e2c6da159397494989495544	male	30~35	其他	上海	NULL	NULL	android	16:59	16:59	1	12	1	1	2
6086593560739034267	1	2021-08-29	6086593560739034267	female	40以上	白领	上海	NULL	NULL	android	12:59	12:59	3	5	1	1	4
6087025344752592220	0	2021-08-29	6087025344752592220	male	25~30	其他	深圳	NULL	NULL	android	14:59	14:59	3	12	14	1	3
608706564434302177	1	2021-08-29	608706564434302177	female	30~35	其他	湖州	NULL	NULL	ios	12:59	12:59	1	8	1	1	3
6087c2b2999f4cf4a7a6deb9d36247caa161744996623737841	1	2021-08-29	6087c2b2999f4cf4a7a6deb9d36247caa161744996623737841	female	35~40	白领	沈阳	NULL	NULL	ios	12:59	12:59	3	50	44	1	1
608827685210226026	1	2021-08-29	608827685210226026	male	30~35	其他	苏州	NULL	NULL	android	14:59	14:59	2	169	30	1	15
608904f51d55434b861d4cd4e1c59c72a155164906317369821	0	2021-08-29	608904f51d55434b861d4cd4e1c59c72a155164906317369821	female	25~30	其他	成都	NULL	NULL	ios	01:59	01:59	NULL	4	2	1	1
6089b90bf5f6494b9bf777313ea6cd3ea160355060130538584	1	2021-08-29	6089b90bf5f6494b9bf777313ea6cd3ea160355060130538584	female	20~25	其他	南通	NULL	NULL	ios	19:59	19:59	3	25	6	1	1
608bc38ce3a141a4ad83b90d08ee4ec9a154370562523720891	1	2021-08-29	608bc38ce3a141a4ad83b90d08ee4ec9a154370562523720891	female	40以上	其他	上海	NULL	NULL	ios	12:59	12:59	6	18	3	1	2
608cc67186074b7fa49a44258de72affa162266349844512514	0	2021-08-29	608cc67186074b7fa49a44258de72affa162266349844512514	female	20以下	其他	宁波	NULL	NULL	ios	12:59	12:59	2	5	5	1	1
608d185e8ee348f581b4ad6d3fcdb2eca162403820178939673	0	2021-08-29	608d185e8ee348f581b4ad6d3fcdb2eca162403820178939673	male	30~35	其他	北京	NULL	NULL	android	22:59	22:59	2	1	1	1	1
608e687ab6c44cc79e57e4c975f76237a160382532085894653	0	2021-08-29	608e687ab6c44cc79e57e4c975f76237a160382532085894653	female	30~35	白领	上海	NULL	NULL	ios	09:59	09:59	NULL	2	1	1	1
608f5bc9925d43679ca7924297a75807a153827117272636159	0	2021-08-29	608f5bc9925d43679ca7924297a75807a153827117272636159	male	35~40	其他	杭州	NULL	NULL	android	12:59	12:59	2	1	1	1	1
608f6a38cb3e472abc472c3953ed10bea154445996195365040	1	2021-08-29	608f6a38cb3e472abc472c3953ed10bea154445996195365040	female	25~30	白领	大连	NULL	NULL	ios	22:59	22:59	5	32	5	1	3
6090182942519258199	0	2021-08-29	6090182942519258199	female	25~30	其他	常州	NULL	NULL	ios	19:59	19:59	3	2	2	1	1
60901e804c4244a58db7bae9a9c6682ea155725816677747189	0	2021-08-29	60901e804c4244a58db7bae9a9c6682ea155725816677747189	female	25~30	其他	邵阳	NULL	NULL	android	19:59	19:59	NULL	NULL	NULL	NULL	NULL
6090951468573651416	0	2021-08-29	6090951468573651416	male	25~30	白领	北京	NULL	NULL	ios	19:59	19:59	NULL	2	1	1	1
6091112982944009932	1	2021-08-29	6091112982944009932	male	30~35	白领	佛山	NULL	NULL	ios	19:59	19:59	NULL	2	1	1	2
60916752f5a04fe59cb4c51018c78e26a161137504372835347	0	2021-08-29	60916752f5a04fe59cb4c51018c78e26a161137504372835347	male	25~30	白领	厦门	NULL	NULL	android	16:59	16:59	1	3	3	1	1
6091e32c77f24d9ba8f8d311fc358697a154118830817223416	0	2021-08-29	6091e32c77f24d9ba8f8d311fc358697a154118830817223416	female	30~35	其他	上海	NULL	NULL	android	19:59	19:59	NULL	2	2	1	1
60931278743f4323aadbc9674a7b923ba162664433329125436	1	2021-08-29	60931278743f4323aadbc9674a7b923ba162664433329125436	male	25~30	白领	上海	NULL	NULL	android	16:59	16:59	NULL	4	3	1	2
6093134927804ef0b3c85b3f9bd4b97da159640372020849603	1	2021-08-29	6093134927804ef0b3c85b3f9bd4b97da159640372020849603	female	25~30	其他	北京	NULL	NULL	ios	19:59	19:59	5	17	2	1	2
6093775689358773495	0	2021-08-29	6093775689358773495	female	40以上	其他	武汉	NULL	NULL	android	01:59	01:59	NULL	7	2	1	2
60939d058363465e84af74ed73e2d065a157419414808348218	1	2021-08-29	60939d058363465e84af74ed73e2d065a157419414808348218	female	30~35	白领	上海	NULL	NULL	ios	22:59	22:59	NULL	4	2	1	1
6093b04a6de845af8b249da5804b594ea161201380717691327	0	2021-08-29	6093b04a6de845af8b249da5804b594ea161201380717691327	female	30~35	白领	上海	NULL	NULL	ios	12:59	12:59	NULL	1	1	1	1
6094706c66624963808d34087ab3a62aa155363767043800248	0	2021-08-29	6094706c66624963808d34087ab3a62aa155363767043800248	male	40以上	其他	北京	NULL	NULL	android	16:59	16:59	NULL	4	1	1	2
60953fcb438a4f50919bb297e5812b0fa160970360247853139	0	2021-08-29	60953fcb438a4f50919bb297e5812b0fa160970360247853139	female	30~35	其他	北京	NULL	NULL	android	09:59	09:59	NULL	3	1	1	1
6095558251473799267	0	2021-08-29	6095558251473799267	female	25~30	其他	苏州	NULL	NULL	ios	12:59	12:59	5	13	1	1	2
60966d7fb48b462fb41494efc557011ca160423407143950416	1	2021-08-29	60966d7fb48b462fb41494efc557011ca160423407143950416	male	35~40	白领	杭州	NULL	NULL	android	14:59	14:59	NULL	10	6	1	2
60977df39cc54c668839a85649c8ec2ba153948130195618990	0	2021-08-29	60977df39cc54c668839a85649c8ec2ba153948130195618990	female	25~30	其他	无锡	NULL	NULL	ios	09:59	09:59	1	4	2	1	1
6098051273906349775	1	2021-08-29	6098051273906349775	male	25~30	白领	渭南	NULL	NULL	ios	19:59	19:59	2	3	2	1	2
6098140125606896421	1	2021-08-29	6098140125606896421	male	25~30	白领	北京	NULL	NULL	android	19:59	19:59	4	3	3	1	2
6098675774185531294	0	2021-08-29	6098675774185531294	male	30~35	其他	上海	NULL	NULL	ios	16:59	16:59	3	2	2	1	1
60986838046d475284b9108f22c1ebb7a154264144996111900	0	2021-08-29	60986838046d475284b9108f22c1ebb7a154264144996111900	female	40以上	白领	拉萨	NULL	NULL	android	09:59	09:59	NULL	2	1	1	1
60994b372ebb4987926493a250aac745a154579024102701940	0	2021-08-29	60994b372ebb4987926493a250aac745a154579024102701940	female	35~40	白领	上海	NULL	NULL	android	01:59	01:59	NULL	6	4	1	1
6099693cc069422fb799bbb9d5ab4da0a160756882406935544	0	2021-08-29	6099693cc069422fb799bbb9d5ab4da0a160756882406935544	female	20以下	学生	上海	NULL	NULL	ios	14:59	14:59	NULL	NULL	NULL	NULL	NULL
60996b80ed334ee5826b6cc0adb3f2680000000000004894337	1	2021-08-29	60996b80ed334ee5826b6cc0adb3f2680000000000004894337	female	35~40	其他	新乡	NULL	NULL	android	19:59	19:59	NULL	4	1	1	1
6099a2784917475a82b4dee10a625196a154949397865789920	0	2021-08-29	6099a2784917475a82b4dee10a625196a154949397865789920	female	35~40	白领	济南	NULL	NULL	ios	14:59	14:59	3	153	58	1	1
32f87749b16249a7aa63205e489d179aa154738572325130930	1	2021-08-29	32f87749b16249a7aa63205e489d179aa154738572325130930	male	30~35	白领	上海	NULL	NULL	ios	12:59	12:59	1	3	2	1	2
32f8d47fc7fe48c996fee870678fbb84a154602709960592208	1	2021-08-29	32f8d47fc7fe48c996fee870678fbb84a154602709960592208	female	40以上	白领	上海	NULL	NULL	ios	09:59	09:59	NULL	26	19	1	1
32fa7731d461474d9cf765334535141fa160183182984792080	1	2021-08-29	32fa7731d461474d9cf765334535141fa160183182984792080	female	35~40	其他	哈尔滨	NULL	NULL	android	09:59	09:59	NULL	NULL	NULL	NULL	NULL
32fb1250b7ac44ec804615c9f5151888a157571130498032000	1	2021-08-29	32fb1250b7ac44ec804615c9f5151888a157571130498032000	male	25~30	其他	苏州	NULL	NULL	android	19:59	19:59	4	12	5	1	7
32fd8164dd814ae28ea044b72be77d7da161019385789155504	0	2021-08-29	32fd8164dd814ae28ea044b72be77d7da161019385789155504	female	20~25	学生	上海	NULL	NULL	ios	19:59	19:59	4	79	37	1	6
32fddcef44064dc4bd05ea2905cee7f7a162068076219033524	0	2021-08-29	32fddcef44064dc4bd05ea2905cee7f7a162068076219033524	male	30~35	白领	上海	NULL	NULL	ios	22:59	22:59	NULL	4	2	1	1
32fe29df33294f7b95770d56d2c847e4a156089035797381288	1	2021-08-29	32fe29df33294f7b95770d56d2c847e4a156089035797381288	female	30~35	其他	郑州	NULL	NULL	ios	16:59	16:59	7	9	3	1	4
3300d6c5e69c4434a9bc64f8f1223305a152447965226049109	1	2021-08-29	3300d6c5e69c4434a9bc64f8f1223305a152447965226049109	female	25~30	其他	成都	NULL	NULL	ios	19:59	19:59	NULL	5	4	1	2
330157d7a2384aba8c711212edbce377a159262673268092456	1	2021-08-29	330157d7a2384aba8c711212edbce377a159262673268092456	male	30~35	其他	苏州	NULL	NULL	android	19:59	19:59	NULL	4	1	1	3
3301892275925651296	0	2021-08-29	3301892275925651296	male	NULL	其他	上海	NULL	NULL	android	06:59	06:59	NULL	24	1	1	3
3302513a870d4d20bc6e6fc077953c29a155001306465319248	0	2021-08-29	3302513a870d4d20bc6e6fc077953c29a155001306465319248	female	30~35	白领	哈尔滨	NULL	NULL	android	22:59	22:59	NULL	24	4	1	1
3302f2e5d90b4a12b14169809ff80540a154647679298864574	1	2021-08-29	3302f2e5d90b4a12b14169809ff80540a154647679298864574	female	25~30	其他	北京	NULL	NULL	ios	12:59	12:59	4	27	2	1	1
3303082586470387578	1	2021-08-29	3303082586470387578	female	30~35	白领	天津	NULL	NULL	ios	12:59	12:59	5	9	4	1	2
3303499145100271465	0	2021-08-29	3303499145100271465	male	25~30	其他	北京	NULL	NULL	ios	22:59	22:59	3	6	6	1	1
3303881414314c208b65c2c2496b0d95a159535894228788881	1	2021-08-29	3303881414314c208b65c2c2496b0d95a159535894228788881	female	25~30	学生	重庆	NULL	NULL	android	19:59	19:59	1	3	3	1	3
3303e2809cde43109c16c3f3d1d22ef7a160184464649409891	1	2021-08-29	3303e2809cde43109c16c3f3d1d22ef7a160184464649409891	female	25~30	白领	广州	NULL	NULL	ios	12:59	12:59	2	5	22	1	1
3304288770710151269	1	2021-08-29	3304288770710151269	female	25~30	其他	南宁	NULL	NULL	ios	16:59	16:59	NULL	120	60	1	3
3304472ddbf841648901fa5c45fa076ea158946677360032643	0	2021-08-29	3304472ddbf841648901fa5c45fa076ea158946677360032643	female	20~25	其他	杭州	NULL	NULL	ios	19:59	19:59	1	3	2	1	1
